language,word,translation,family_1l,family_2l
CHAMALAL,skin,-K-KH-L-,NDa,AVAR_ANDIC_TSEZIC
CHAMALAL,star,-C-,NDa,AVAR_ANDIC_TSEZIC
CHAMALAL,sun,-M-L-,NDa,AVAR_ANDIC_TSEZIC
CHAMALAL,tongue,-M-C-,NDa,AVAR_ANDIC_TSEZIC
CHAMALAL,tooth,-S-L-W-,NDa,AVAR_ANDIC_TSEZIC
CHAMALAL,tree,-R-SH-,NDa,AVAR_ANDIC_TSEZIC
CHAMALAL,two,-CH-D-,NDa,AVAR_ANDIC_TSEZIC
CHAMALAL,water,-L-,NDa,AVAR_ANDIC_TSEZIC
CHAMALAL,we,-B-T-,NDa,AVAR_ANDIC_TSEZIC
CHAMALAL,you,-M-NN-,NDa,AVAR_ANDIC_TSEZIC
CHAMICURO,I,-7-T-,Arw,WESTERN_ARAWAKAN
CHAMICURO,blood,-L-,Arw,WESTERN_ARAWAKAN
CHAMICURO,bone,-K-H-P-,Arw,WESTERN_ARAWAKAN
CHAMICURO,breast,-T-N-,Arw,WESTERN_ARAWAKAN
CHAMICURO,die,-W-SH-L-T-,Arw,WESTERN_ARAWAKAN
CHAMICURO,dog,-M-7-N-L-,Arw,WESTERN_ARAWAKAN
CHAMICURO,drink,-L-H-P-,Arw,WESTERN_ARAWAKAN
CHAMICURO,ear,-CH-J-,Arw,WESTERN_ARAWAKAN
CHAMICURO,eye,-H-K-,Arw,WESTERN_ARAWAKAN
CHAMICURO,fire,-K-H-CH-,Arw,WESTERN_ARAWAKAN
CHAMICURO,full,-S-L-,Arw,WESTERN_ARAWAKAN
CHAMICURO,hand,-SH-H-P-,Arw,WESTERN_ARAWAKAN
CHAMICURO,hear,-K-7-M-,Arw,WESTERN_ARAWAKAN
CHAMICURO,horn,-CH-P-,Arw,WESTERN_ARAWAKAN
CHAMICURO,knee,-M-L-7-T-,Arw,WESTERN_ARAWAKAN
CHAMICURO,leaf,-CH-H-P-N-,Arw,WESTERN_ARAWAKAN
CHAMICURO,louse,-N-H-P-,Arw,WESTERN_ARAWAKAN
CHAMICURO,name,-KH-S-,Arw,WESTERN_ARAWAKAN
CHAMICURO,new,-P-S-W-T-,Arw,WESTERN_ARAWAKAN
CHAMICURO,night,-CH-P-L-J-,Arw,WESTERN_ARAWAKAN
CHAMICURO,nose,-K-L-,Arw,WESTERN_ARAWAKAN
CHAMICURO,one,-P-L-K-,Arw,WESTERN_ARAWAKAN
CHAMICURO,see,-N-S-,Arw,WESTERN_ARAWAKAN
CHAMICURO,skin,-SH-M-,Arw,WESTERN_ARAWAKAN
CHAMICURO,star,-K-T-P-L-,Arw,WESTERN_ARAWAKAN
CHAMICURO,sun,-M-7-S-H-,Arw,WESTERN_ARAWAKAN
CHAMICURO,tongue,-M-N-,Arw,WESTERN_ARAWAKAN
CHAMICURO,tooth,-H-S-,Arw,WESTERN_ARAWAKAN
CHAMICURO,tree,-CH-N-7-T-,Arw,WESTERN_ARAWAKAN
CHAMICURO,two,-M-7-P-H-,Arw,WESTERN_ARAWAKAN
CHAMICURO,water,-N-H-S-,Arw,WESTERN_ARAWAKAN
CHAMICURO,we,-7-T-,Arw,WESTERN_ARAWAKAN
CHAMICURO,you,-P-7-T-,Arw,WESTERN_ARAWAKAN
CHAM_WESTERN,I,-H-L-N-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,blood,-D-R-H-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,bone,-T-L-N-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,breast,-T-S-W-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,die,-M-T-J-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,dog,-S-W-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,drink,-M-N-H-M-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,ear,-T-N-H-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,eye,-M-T-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,fire,-P-J-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,full,-B-W-K-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,hand,-T-G-N-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,hear,-H-M-T-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,horn,-T-K-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,knee,-K-K-T-W-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,leaf,-H-L-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,louse,-K-T-W-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,name,-N-N-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,new,-B-H-W-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,night,-M-L-M-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,nose,-B-H-D-N-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,one,-S-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,skin,-K-L-K-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,star,-P-T-K-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,sun,-W-H-R-J-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,tongue,-D-L-H-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,tooth,-D-G-J-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,tree,-P-N-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,two,-D-W-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,water,-W-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,we,-D-R-J-,An,MALAYO_SUMBAWAN
CHAM_WESTERN,you,-H-,An,MALAYO_SUMBAWAN
CHARA,I,-T-N-,AA,NORTH_OMOTIC
CHARA,blood,-S-C-,AA,NORTH_OMOTIC
CHARA,bone,-M-K-T-,AA,NORTH_OMOTIC
CHARA,breast,-D-N-C-,AA,NORTH_OMOTIC
CHARA,die,-H-J-7-K-,AA,NORTH_OMOTIC
CHARA,dog,-K-N-,AA,NORTH_OMOTIC
CHARA,drink,-SH-K-S-N-,AA,NORTH_OMOTIC
CHARA,ear,-W-J-,AA,NORTH_OMOTIC
CHARA,eye,-P-,AA,NORTH_OMOTIC
CHARA,fire,-T-M-,AA,NORTH_OMOTIC
CHARA,full,-K-M-C-,AA,NORTH_OMOTIC
CHARA,hand,-K-CH-,AA,NORTH_OMOTIC
CHARA,hear,-S-D-K-S-,AA,NORTH_OMOTIC
CHARA,horn,-K-CH-,AA,NORTH_OMOTIC
CHARA,knee,-G-L-B-T-,AA,NORTH_OMOTIC
CHARA,leaf,-B-N-CH-,AA,NORTH_OMOTIC
CHARA,louse,-CH-CH-,AA,NORTH_OMOTIC
CHARA,name,-S-N-C-,AA,NORTH_OMOTIC
CHARA,new,-R-C-,AA,NORTH_OMOTIC
CHARA,nose,-S-D-,AA,NORTH_OMOTIC
CHARA,one,-S-T-,AA,NORTH_OMOTIC
CHARA,see,-W-CH-K-S-,AA,NORTH_OMOTIC
CHARA,skin,-G-L-B-,AA,NORTH_OMOTIC
CHARA,star,-C-L-N-T-,AA,NORTH_OMOTIC
CHARA,sun,-W-,AA,NORTH_OMOTIC
CHARA,tongue,-N-C-R-,AA,NORTH_OMOTIC
CHARA,tooth,-CH-,AA,NORTH_OMOTIC
CHARA,tree,-M-C-,AA,NORTH_OMOTIC
CHARA,two,-N-M-7-,AA,NORTH_OMOTIC
CHARA,water,-H-C-,AA,NORTH_OMOTIC
CHARA,we,-N-N-,AA,NORTH_OMOTIC
CHARA,you,-N-N-,AA,NORTH_OMOTIC
CHATINO_WESTERN_HIGHLAND,I,-N-7-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,blood,-T-N-N-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,bone,-T-J-N-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,breast,-S-T-7-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,die,-K-H-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,dog,-SH-N-7-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,drink,-K-7-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,ear,-H-N-N-SH-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,eye,-K-L-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,fire,-K-7-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,hand,-J-7-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,hear,-K-N-N-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,horn,-J-K-K-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,knee,-SH-T-N-7-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,leaf,-L-K-7-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,louse,-K-W-T-N-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,name,-N-N-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,new,-K-W-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,night,-T-L-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,nose,-S-J-N-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,one,-S-K-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,see,-NG-7-N-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,skin,-K-H-N-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,star,-K-W-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,sun,-K-W-CH-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,tongue,-L-C-7-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,tooth,-L-J-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,tree,-J-K-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,two,-T-K-W-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,water,-T-7-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,we,-N-,OM,ZAPOTECAN
CHATINO_WESTERN_HIGHLAND,you,-N-W-N-,OM,ZAPOTECAN
CHAUDANGSI,I,-ZH-,ST,BODIC
CHAUDANGSI,blood,-KH-,ST,BODIC
CHAUDANGSI,bone,-H-R-,ST,BODIC
CHAUDANGSI,breast,-M-N-NN-,ST,BODIC
CHAUDANGSI,die,-S-CH-M-,ST,BODIC
CHAUDANGSI,dog,-N-K-J-,ST,BODIC
CHAUDANGSI,drink,-T-N-M-,ST,BODIC
CHAUDANGSI,ear,-R-C-,ST,BODIC
CHAUDANGSI,eye,-M-NN-,ST,BODIC
CHAUDANGSI,fire,-H-M-,ST,BODIC
CHAUDANGSI,full,-K-B-N-D-,ST,BODIC
CHAUDANGSI,hand,-L-,ST,BODIC
CHAUDANGSI,hear,-R-N-KH-M-,ST,BODIC
CHAUDANGSI,horn,-R-,ST,BODIC
CHAUDANGSI,knee,-P-,ST,BODIC
CHAUDANGSI,leaf,-P-T-,ST,BODIC
CHAUDANGSI,louse,-N-R-,ST,BODIC
CHAUDANGSI,name,-H-N-M-,ST,BODIC
CHAUDANGSI,new,-N-NN-D-,ST,BODIC
CHAUDANGSI,night,-M-N-CH-,ST,BODIC
CHAUDANGSI,nose,-H-N-M-,ST,BODIC
CHAUDANGSI,one,-T-G-,ST,BODIC
CHAUDANGSI,see,-N-M-,ST,BODIC
CHAUDANGSI,skin,-B-,ST,BODIC
CHAUDANGSI,sun,-N-,ST,BODIC
CHAUDANGSI,tongue,-ZH-B-L-,ST,BODIC
CHAUDANGSI,tooth,-S-,ST,BODIC
CHAUDANGSI,tree,-KH-N-,ST,BODIC
CHAUDANGSI,two,-N-KH-,ST,BODIC
CHAUDANGSI,water,-T-,ST,BODIC
CHAUDANGSI,we,-N-ZH-M-,ST,BODIC
CHAUDANGSI,you,-G-,ST,BODIC
CHAYAHUITA,I,-K-,Cah,CAHUAPANAN
CHAYAHUITA,blood,-W-N-J-7-,Cah,CAHUAPANAN
CHAYAHUITA,bone,-N-N-S-7-,Cah,CAHUAPANAN
CHAYAHUITA,die,-CH-M-N-,Cah,CAHUAPANAN
CHAYAHUITA,dog,-N-7-N-R-,Cah,CAHUAPANAN
CHAYAHUITA,drink,-7-,Cah,CAHUAPANAN
CHAYAHUITA,ear,-W-R-T-7-,Cah,CAHUAPANAN
CHAYAHUITA,eye,-J-7-P-R-,Cah,CAHUAPANAN
CHAYAHUITA,fire,-P-N-,Cah,CAHUAPANAN
CHAYAHUITA,full,-M-N-T-SH-,Cah,CAHUAPANAN
CHAYAHUITA,hand,-M-R-,Cah,CAHUAPANAN
CHAYAHUITA,hear,-N-T-N-,Cah,CAHUAPANAN
CHAYAHUITA,horn,-P-M-N-,Cah,CAHUAPANAN
CHAYAHUITA,knee,-T-7-T-P-,Cah,CAHUAPANAN
CHAYAHUITA,leaf,-W-R-N-,Cah,CAHUAPANAN
CHAYAHUITA,louse,-T-M-N-,Cah,CAHUAPANAN
CHAYAHUITA,name,-N-N-N-,Cah,CAHUAPANAN
CHAYAHUITA,new,-N-SH-,Cah,CAHUAPANAN
CHAYAHUITA,night,-T-SH-7-,Cah,CAHUAPANAN
CHAYAHUITA,nose,-N-T-7-,Cah,CAHUAPANAN
CHAYAHUITA,one,-7-N-7-,Cah,CAHUAPANAN
CHAYAHUITA,see,-N-7-,Cah,CAHUAPANAN
CHAYAHUITA,skin,-SH-7-W-T-,Cah,CAHUAPANAN
CHAYAHUITA,star,-T-J-R-,Cah,CAHUAPANAN
CHAYAHUITA,sun,-P-7-,Cah,CAHUAPANAN
CHAYAHUITA,tongue,-N-N-R-,Cah,CAHUAPANAN
CHAYAHUITA,tooth,-N-T-7-,Cah,CAHUAPANAN
CHAYAHUITA,tree,-N-R-,Cah,CAHUAPANAN
CHAYAHUITA,two,-K-T-7-,Cah,CAHUAPANAN
CHAYAHUITA,we,-K-N-P-W-,Cah,CAHUAPANAN
CHAYAHUITA,you,-K-M-,Cah,CAHUAPANAN
CHECHEN,I,-S-,NDa,NAKH
CHECHEN,blood,-C-J-,NDa,NAKH
CHECHEN,bone,-D-KH-K-,NDa,NAKH
CHECHEN,breast,-N-K-KH-,NDa,NAKH
CHECHEN,die,-L-,NDa,NAKH
CHECHEN,dog,-ZH-KH-L-,NDa,NAKH
CHECHEN,drink,-M-L-,NDa,NAKH
CHECHEN,ear,-L-R-G-,NDa,NAKH
CHECHEN,eye,-B-KH-R-G-,NDa,NAKH
CHECHEN,fire,-C-,NDa,NAKH
CHECHEN,full,-Z-N-,NDa,NAKH
CHECHEN,hand,-K-G-,NDa,NAKH
CHECHEN,hear,-KH-Z-,NDa,NAKH
CHECHEN,horn,-M-KH-,NDa,NAKH
CHECHEN,knee,-G-W-L-,NDa,NAKH
CHECHEN,leaf,-KH-,NDa,NAKH
CHECHEN,louse,-M-Z-,NDa,NAKH
CHECHEN,name,-C-,NDa,NAKH
CHECHEN,new,-C-N-,NDa,NAKH
CHECHEN,night,-B-S-,NDa,NAKH
CHECHEN,nose,-M-R-,NDa,NAKH
CHECHEN,one,-C-KH-7-,NDa,NAKH
CHECHEN,see,-G-N-,NDa,NAKH
CHECHEN,skin,-C-K-,NDa,NAKH
CHECHEN,star,-S-D-,NDa,NAKH
CHECHEN,sun,-M-L-KH-,NDa,NAKH
CHECHEN,tongue,-M-T-,NDa,NAKH
CHECHEN,tooth,-C-R-G-,NDa,NAKH
CHECHEN,tree,-D-T-,NDa,NAKH
CHECHEN,two,-SH-7-,NDa,NAKH
CHECHEN,water,-KH-,NDa,NAKH
CHECHEN,we,-SH-,NDa,NAKH
CHECHEN,you,-H-,NDa,NAKH
CHEHALIS_UPPER,I,-N-C-,Sal,TSAMOSAN
CHEHALIS_UPPER,blood,-S-K-W-L-,Sal,TSAMOSAN
CHEHALIS_UPPER,bone,-SH-W-,Sal,TSAMOSAN
CHEHALIS_UPPER,breast,-C-M-T-N-,Sal,TSAMOSAN
CHEHALIS_UPPER,die,-T-M-N-,Sal,TSAMOSAN
CHEHALIS_UPPER,dog,-K-KH-7-,Sal,TSAMOSAN
CHEHALIS_UPPER,drink,-K-W-7-,Sal,TSAMOSAN
CHEHALIS_UPPER,ear,-K-W-L-N-,Sal,TSAMOSAN
CHEHALIS_UPPER,eye,-M-S-,Sal,TSAMOSAN
CHEHALIS_UPPER,fire,-S-K-W-T-,Sal,TSAMOSAN
CHEHALIS_UPPER,full,-L-CH-,Sal,TSAMOSAN
CHEHALIS_UPPER,hand,-CH-L-SH-,Sal,TSAMOSAN
CHEHALIS_UPPER,hear,-T-L-,Sal,TSAMOSAN
CHEHALIS_UPPER,horn,-W-N-W-,Sal,TSAMOSAN
CHEHALIS_UPPER,knee,-T-N-S-,Sal,TSAMOSAN
CHEHALIS_UPPER,leaf,-K-W-L-J-,Sal,TSAMOSAN
CHEHALIS_UPPER,louse,-M-SH-CH-N-,Sal,TSAMOSAN
CHEHALIS_UPPER,name,-S-K-W-C-,Sal,TSAMOSAN
CHEHALIS_UPPER,new,-KH-W-S-,Sal,TSAMOSAN
CHEHALIS_UPPER,night,-K-W-S-,Sal,TSAMOSAN
CHEHALIS_UPPER,nose,-M-K-S-N-,Sal,TSAMOSAN
CHEHALIS_UPPER,one,-N-CH-,Sal,TSAMOSAN
CHEHALIS_UPPER,see,-KH-,Sal,TSAMOSAN
CHEHALIS_UPPER,skin,-S-L-7-CH-,Sal,TSAMOSAN
CHEHALIS_UPPER,star,-L-CH-S-,Sal,TSAMOSAN
CHEHALIS_UPPER,sun,-L-K-W-L-,Sal,TSAMOSAN
CHEHALIS_UPPER,tongue,-T-KH-W-C-,Sal,TSAMOSAN
CHEHALIS_UPPER,tooth,-J-N-S-,Sal,TSAMOSAN
CHEHALIS_UPPER,tree,-L-SH-L-SH-,Sal,TSAMOSAN
CHEHALIS_UPPER,two,-S-L-,Sal,TSAMOSAN
CHEHALIS_UPPER,water,-K-W-7-,Sal,TSAMOSAN
CHEHALIS_UPPER,we,-N-M-,Sal,TSAMOSAN
CHEHALIS_UPPER,you,-N-W-,Sal,TSAMOSAN
CHENHU_SHE,I,-V-N-,HM,HMONG_MIEN
CHENHU_SHE,blood,-S-,HM,HMONG_MIEN
CHENHU_SHE,bone,-S-N-,HM,HMONG_MIEN
CHENHU_SHE,breast,-N-N-,HM,HMONG_MIEN
CHENHU_SHE,die,-T-,HM,HMONG_MIEN
CHENHU_SHE,dog,-K-,HM,HMONG_MIEN
CHENHU_SHE,drink,-H-,HM,HMONG_MIEN
CHENHU_SHE,ear,-K-K-N-,HM,HMONG_MIEN
CHENHU_SHE,fire,-T-,HM,HMONG_MIEN
CHENHU_SHE,full,-P-N-,HM,HMONG_MIEN
CHENHU_SHE,hand,-K-W-,HM,HMONG_MIEN
CHENHU_SHE,hear,-K-N-,HM,HMONG_MIEN
CHENHU_SHE,horn,-K-N-,HM,HMONG_MIEN
CHENHU_SHE,knee,-T-K-W-N-,HM,HMONG_MIEN
CHENHU_SHE,leaf,-P-N-,HM,HMONG_MIEN
CHENHU_SHE,louse,-T-N-,HM,HMONG_MIEN
CHENHU_SHE,name,-M-J-,HM,HMONG_MIEN
CHENHU_SHE,new,-H-N-,HM,HMONG_MIEN
CHENHU_SHE,night,-M-N-,HM,HMONG_MIEN
CHENHU_SHE,nose,-P-,HM,HMONG_MIEN
CHENHU_SHE,one,-#-,HM,HMONG_MIEN
CHENHU_SHE,see,-M-,HM,HMONG_MIEN
CHENHU_SHE,skin,-K-,HM,HMONG_MIEN
CHENHU_SHE,star,-N-T-N-,HM,HMONG_MIEN
CHENHU_SHE,sun,-N-,HM,HMONG_MIEN
CHENHU_SHE,tongue,-P-,HM,HMONG_MIEN
CHENHU_SHE,tooth,-M-N-,HM,HMONG_MIEN
CHENHU_SHE,tree,-T-N-,HM,HMONG_MIEN
CHENHU_SHE,two,-#-,HM,HMONG_MIEN
CHENHU_SHE,water,-N-,HM,HMONG_MIEN
CHENHU_SHE,we,-P-,HM,HMONG_MIEN
CHENHU_SHE,you,-M-N-,HM,HMONG_MIEN
CHEPANG,I,-N-,ST,MAHAKIRANTI
CHEPANG,blood,-W-J-7-,ST,MAHAKIRANTI
CHEPANG,bone,-R-H-S-,ST,MAHAKIRANTI
CHEPANG,breast,-H-,ST,MAHAKIRANTI
CHEPANG,die,-S-,ST,MAHAKIRANTI
CHEPANG,dog,-K-J-7-,ST,MAHAKIRANTI
CHEPANG,drink,-T-N-,ST,MAHAKIRANTI
CHEPANG,ear,-N-,ST,MAHAKIRANTI
CHEPANG,eye,-M-K-,ST,MAHAKIRANTI
CHEPANG,fire,-H-M-,ST,MAHAKIRANTI
CHEPANG,full,-B-L-N-,ST,MAHAKIRANTI
CHEPANG,hand,-K-R-T-,ST,MAHAKIRANTI
CHEPANG,hear,-S-J-7-,ST,MAHAKIRANTI
CHEPANG,horn,-R-N-7-,ST,MAHAKIRANTI
CHEPANG,knee,-K-R-N-7-,ST,MAHAKIRANTI
CHEPANG,leaf,-M-T-,ST,MAHAKIRANTI
CHEPANG,louse,-S-R-C-,ST,MAHAKIRANTI
CHEPANG,name,-M-NG-,ST,MAHAKIRANTI
CHEPANG,new,-R-W-,ST,MAHAKIRANTI
CHEPANG,night,-J-7-D-N-,ST,MAHAKIRANTI
CHEPANG,nose,-N-H-,ST,MAHAKIRANTI
CHEPANG,one,-J-T-,ST,MAHAKIRANTI
CHEPANG,see,-CH-W-7-,ST,MAHAKIRANTI
CHEPANG,skin,-P-N-,ST,MAHAKIRANTI
CHEPANG,sun,-NG-M-,ST,MAHAKIRANTI
CHEPANG,tongue,-L-,ST,MAHAKIRANTI
CHEPANG,tooth,-S-C-,ST,MAHAKIRANTI
CHEPANG,tree,-S-N-7-,ST,MAHAKIRANTI
CHEPANG,two,-N-S-,ST,MAHAKIRANTI
CHEPANG,water,-T-7-,ST,MAHAKIRANTI
CHEPANG,we,-N-,ST,MAHAKIRANTI
CHEPANG,you,-N-N-,ST,MAHAKIRANTI
CHEROKEE,I,-J-NN-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,blood,-G-G-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,bone,-G-L-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,breast,-G-N-C-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,die,-J-H-H-S-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,dog,-G-H-L-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,drink,-D-H-D-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,ear,-G-L-7-N-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,eye,-G-D-L-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,fire,-C-L-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,full,-H-S-L-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,hand,-W-7-N-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,hear,-H-D-NN-K-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,horn,-H-N-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,knee,-G-N-G-N-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,leaf,-G-L-G-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,louse,-T-N-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,name,-D-D-W-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,new,-C-H-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,night,-N-S-NN-H-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,nose,-J-NN-H-S-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,one,-S-G-W-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,see,-G-H-W-D-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,skin,-G-N-G-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,star,-N-M-G-W-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,sun,-G-D-N-NN-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,tongue,-G-N-D-7-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,tooth,-G-N-D-H-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,tree,-H-L-K-V-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,two,-G-L-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,water,-M-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,we,-D-,Iro,SOUTHERN_IROQUOIAN
CHEROKEE,you,-N-H-,Iro,SOUTHERN_IROQUOIAN
CHETILLA,blood,-J-W-R-,Que,QUECHUAN
CHETILLA,bone,-T-ZH-,Que,QUECHUAN
CHETILLA,breast,-CH-CH-,Que,QUECHUAN
CHETILLA,die,-W-NG-,Que,QUECHUAN
CHETILLA,dog,-CH-KH-,Que,QUECHUAN
CHETILLA,drink,-P-,Que,QUECHUAN
CHETILLA,ear,-R-N-R-,Que,QUECHUAN
CHETILLA,eye,-NG-W-,Que,QUECHUAN
CHETILLA,fire,-N-N-,Que,QUECHUAN
CHETILLA,full,-N-D-,Que,QUECHUAN
CHETILLA,hand,-M-K-,Que,QUECHUAN
CHETILLA,hear,-J-,Que,QUECHUAN
CHETILLA,horn,-W-K-R-,Que,QUECHUAN
CHETILLA,knee,-K-N-R-,Que,QUECHUAN
CHETILLA,leaf,-R-P-R-,Que,QUECHUAN
CHETILLA,louse,-S-,Que,QUECHUAN
CHETILLA,name,-SH-T-,Que,QUECHUAN
CHETILLA,new,-M-SH-KH-,Que,QUECHUAN
CHETILLA,night,-T-T-,Que,QUECHUAN
CHETILLA,nose,-S-N-,Que,QUECHUAN
CHETILLA,one,-S-KH-,Que,QUECHUAN
CHETILLA,see,-R-K-,Que,QUECHUAN
CHETILLA,skin,-K-R-,Que,QUECHUAN
CHETILLA,sun,-R-P-J-,Que,QUECHUAN
CHETILLA,tongue,-K-D-,Que,QUECHUAN
CHETILLA,tooth,-K-R-,Que,QUECHUAN
CHETILLA,tree,-K-R-,Que,QUECHUAN
CHETILLA,two,-SH-K-J-,Que,QUECHUAN
CHETILLA,water,-J-K-,Que,QUECHUAN
CHETILLA,we,-N-KH-N-ZH-,Que,QUECHUAN
CHETILLA,you,-K-M-,Que,QUECHUAN
CHEYENNE,I,-N-N-H-V-,Alg,ALGONQUIAN
CHEYENNE,blood,-M-W-,Alg,ALGONQUIAN
CHEYENNE,bone,-M-C-K-N-,Alg,ALGONQUIAN
CHEYENNE,breast,-M-C-SH-W-,Alg,ALGONQUIAN
CHEYENNE,die,-N-W-W-C-,Alg,ALGONQUIAN
CHEYENNE,dog,-H-T-M-,Alg,ALGONQUIAN
CHEYENNE,drink,-N-M-N-,Alg,ALGONQUIAN
CHEYENNE,ear,-M-T-V-C-,Alg,ALGONQUIAN
CHEYENNE,eye,-M-W-KH-,Alg,ALGONQUIAN
CHEYENNE,fire,-H-W-S-T-,Alg,ALGONQUIAN
CHEYENNE,full,-T-M-,Alg,ALGONQUIAN
CHEYENNE,hand,-N-M-C-V-,Alg,ALGONQUIAN
CHEYENNE,hear,-N-N-S-T-,Alg,ALGONQUIAN
CHEYENNE,horn,-V-V-S-C-,Alg,ALGONQUIAN
CHEYENNE,knee,-M-N-S-T-,Alg,ALGONQUIAN
CHEYENNE,leaf,-V-P-C-,Alg,ALGONQUIAN
CHEYENNE,name,-V-H-S-T-,Alg,ALGONQUIAN
CHEYENNE,new,-M-N-,Alg,ALGONQUIAN
