language,word,translation,family_1l,family_2l
MIDDLE_WAHGI,hear,-P-,TNG,CHIMBU
MIDDLE_WAHGI,horn,-N-G-R-M-,TNG,CHIMBU
MIDDLE_WAHGI,leaf,-W-L-,TNG,CHIMBU
MIDDLE_WAHGI,louse,-N-M-N-,TNG,CHIMBU
MIDDLE_WAHGI,name,-K-N-M-,TNG,CHIMBU
MIDDLE_WAHGI,new,-K-L-N-,TNG,CHIMBU
MIDDLE_WAHGI,night,-M-L-P-N-,TNG,CHIMBU
MIDDLE_WAHGI,nose,-N-M-B-,TNG,CHIMBU
MIDDLE_WAHGI,one,-N-D-,TNG,CHIMBU
MIDDLE_WAHGI,see,-K-,TNG,CHIMBU
MIDDLE_WAHGI,skin,-N-N-ZH-,TNG,CHIMBU
MIDDLE_WAHGI,star,-K-N-ZH-P-,TNG,CHIMBU
MIDDLE_WAHGI,sun,-NG-,TNG,CHIMBU
MIDDLE_WAHGI,tongue,-NG-M-B-L-,TNG,CHIMBU
MIDDLE_WAHGI,tooth,-G-P-M-N-,TNG,CHIMBU
MIDDLE_WAHGI,tree,-N-D-,TNG,CHIMBU
MIDDLE_WAHGI,two,-T-L-,TNG,CHIMBU
MIDDLE_WAHGI,water,-N-L-,TNG,CHIMBU
MIDDLE_WAHGI,we,-K-N-M-,TNG,CHIMBU
MIDDLE_WAHGI,you,-N-M-,TNG,CHIMBU
MID_GRAND_VALLEY_DANI,I,-N-,TNG,DANI
MID_GRAND_VALLEY_DANI,blood,-M-P-,TNG,DANI
MID_GRAND_VALLEY_DANI,bone,-W-K-,TNG,DANI
MID_GRAND_VALLEY_DANI,breast,-TH-K-,TNG,DANI
MID_GRAND_VALLEY_DANI,die,-W-T-L-K-,TNG,DANI
MID_GRAND_VALLEY_DANI,dog,-J-G-,TNG,DANI
MID_GRAND_VALLEY_DANI,drink,-N-N-,TNG,DANI
MID_GRAND_VALLEY_DANI,ear,-S-K-,TNG,DANI
MID_GRAND_VALLEY_DANI,eye,-L-G-N-,TNG,DANI
MID_GRAND_VALLEY_DANI,fire,-H-D-,TNG,DANI
MID_GRAND_VALLEY_DANI,full,-B-M-,TNG,DANI
MID_GRAND_VALLEY_DANI,hand,-G-,TNG,DANI
MID_GRAND_VALLEY_DANI,hear,-S-K-H-L-,TNG,DANI
MID_GRAND_VALLEY_DANI,knee,-D-P-K-L-,TNG,DANI
MID_GRAND_VALLEY_DANI,leaf,-G-,TNG,DANI
MID_GRAND_VALLEY_DANI,louse,-P-,TNG,DANI
MID_GRAND_VALLEY_DANI,name,-D-K-,TNG,DANI
MID_GRAND_VALLEY_DANI,new,-G-T-,TNG,DANI
MID_GRAND_VALLEY_DANI,night,-H-P-G-,TNG,DANI
MID_GRAND_VALLEY_DANI,nose,-K-W-W-K-,TNG,DANI
MID_GRAND_VALLEY_DANI,one,-B-G-J-T-,TNG,DANI
MID_GRAND_VALLEY_DANI,see,-H-L-G-N-,TNG,DANI
MID_GRAND_VALLEY_DANI,skin,-W-T-TH-,TNG,DANI
MID_GRAND_VALLEY_DANI,star,-H-S-K-L-,TNG,DANI
MID_GRAND_VALLEY_DANI,sun,-M-L-G-,TNG,DANI
MID_GRAND_VALLEY_DANI,tongue,-TH-,TNG,DANI
MID_GRAND_VALLEY_DANI,tooth,-J-K-,TNG,DANI
MID_GRAND_VALLEY_DANI,tree,-#-,TNG,DANI
MID_GRAND_VALLEY_DANI,two,-B-T-,TNG,DANI
MID_GRAND_VALLEY_DANI,water,-#-,TNG,DANI
MID_GRAND_VALLEY_DANI,we,-N-T-,TNG,DANI
MID_GRAND_VALLEY_DANI,you,-H-T-,TNG,DANI
MIENGE,I,-M-,NC,BANTOID
MIENGE,blood,-K-,NC,BANTOID
MIENGE,bone,-H-7-,NC,BANTOID
MIENGE,breast,-B-,NC,BANTOID
MIENGE,die,-W-,NC,BANTOID
MIENGE,dog,-M-B-J-,NC,BANTOID
MIENGE,drink,-M-,NC,BANTOID
MIENGE,ear,-T-W-,NC,BANTOID
MIENGE,eye,-7-,NC,BANTOID
MIENGE,fire,-M-NN-,NC,BANTOID
MIENGE,full,-L-7-,NC,BANTOID
MIENGE,hand,-K-,NC,BANTOID
MIENGE,hear,-W-7-,NC,BANTOID
MIENGE,horn,-T-N-,NC,BANTOID
MIENGE,knee,-B-N-,NC,BANTOID
MIENGE,leaf,-#-,NC,BANTOID
MIENGE,louse,-T-7-,NC,BANTOID
MIENGE,name,-N-,NC,BANTOID
MIENGE,new,-K-W-7-,NC,BANTOID
MIENGE,night,-K-W-,NC,BANTOID
MIENGE,nose,-D-W-,NC,BANTOID
MIENGE,one,-P-7-,NC,BANTOID
MIENGE,see,-T-N-,NC,BANTOID
MIENGE,skin,-N-G-W-NG-,NC,BANTOID
MIENGE,star,-NG-L-7-,NC,BANTOID
MIENGE,sun,-NG-N-,NC,BANTOID
MIENGE,tongue,-ZH-M-,NC,BANTOID
MIENGE,tooth,-S-N-,NC,BANTOID
MIENGE,tree,-ZH-N-,NC,BANTOID
MIENGE,two,-B-,NC,BANTOID
MIENGE,water,-D-7-,NC,BANTOID
MIENGE,we,-S-,NC,BANTOID
MIENGE,you,-W-,NC,BANTOID
MIGABAC,I,-N-,TNG,FINISTERRE_HUON
MIGABAC,blood,-S-7-,TNG,FINISTERRE_HUON
MIGABAC,bone,-L-W-,TNG,FINISTERRE_HUON
MIGABAC,breast,-M-7-,TNG,FINISTERRE_HUON
MIGABAC,die,-H-M-,TNG,FINISTERRE_HUON
MIGABAC,dog,-H-D-,TNG,FINISTERRE_HUON
MIGABAC,drink,-N-,TNG,FINISTERRE_HUON
MIGABAC,ear,-H-D-7-,TNG,FINISTERRE_HUON
MIGABAC,eye,-D-N-,TNG,FINISTERRE_HUON
MIGABAC,fire,-D-7-,TNG,FINISTERRE_HUON
MIGABAC,full,-S-B-,TNG,FINISTERRE_HUON
MIGABAC,hand,-M-L-,TNG,FINISTERRE_HUON
MIGABAC,hear,-N-G-,TNG,FINISTERRE_HUON
MIGABAC,knee,-K-T-,TNG,FINISTERRE_HUON
MIGABAC,leaf,-H-K-N-,TNG,FINISTERRE_HUON
MIGABAC,louse,-J-M-N-,TNG,FINISTERRE_HUON
MIGABAC,name,-W-7-,TNG,FINISTERRE_HUON
MIGABAC,new,-G-B-L-N-,TNG,FINISTERRE_HUON
MIGABAC,night,-D-B-7-,TNG,FINISTERRE_HUON
MIGABAC,nose,-S-G-,TNG,FINISTERRE_HUON
MIGABAC,one,-M-N-J-N-,TNG,FINISTERRE_HUON
MIGABAC,see,-N-N-,TNG,FINISTERRE_HUON
MIGABAC,skin,-S-7-,TNG,FINISTERRE_HUON
MIGABAC,star,-S-M-N-,TNG,FINISTERRE_HUON
MIGABAC,sun,-W-N-7-,TNG,FINISTERRE_HUON
MIGABAC,tongue,-B-L-,TNG,FINISTERRE_HUON
MIGABAC,tooth,-S-F-,TNG,FINISTERRE_HUON
MIGABAC,tree,-J-7-,TNG,FINISTERRE_HUON
MIGABAC,two,-J-K-N-,TNG,FINISTERRE_HUON
MIGABAC,water,-M-S-,TNG,FINISTERRE_HUON
MIGABAC,we,-N-N-,TNG,FINISTERRE_HUON
MIGABAC,you,-G-,TNG,FINISTERRE_HUON
MIGAMA,I,-N-,AA,EAST_CHADIC
MIGAMA,blood,-B-R-,AA,EAST_CHADIC
MIGAMA,bone,-S-,AA,EAST_CHADIC
MIGAMA,breast,-G-R-G-M-,AA,EAST_CHADIC
MIGAMA,die,-M-T-,AA,EAST_CHADIC
MIGAMA,dog,-K-N-NG-,AA,EAST_CHADIC
MIGAMA,drink,-R-,AA,EAST_CHADIC
MIGAMA,ear,-D-J-,AA,EAST_CHADIC
MIGAMA,eye,-D-,AA,EAST_CHADIC
MIGAMA,fire,-K-,AA,EAST_CHADIC
MIGAMA,full,-N-N-T-,AA,EAST_CHADIC
MIGAMA,hand,-P-S-,AA,EAST_CHADIC
MIGAMA,hear,-D-R-,AA,EAST_CHADIC
MIGAMA,horn,-G-P-,AA,EAST_CHADIC
MIGAMA,knee,-G-P-,AA,EAST_CHADIC
MIGAMA,leaf,-T-P-,AA,EAST_CHADIC
MIGAMA,louse,-T-T-,AA,EAST_CHADIC
MIGAMA,name,-S-M-,AA,EAST_CHADIC
MIGAMA,night,-N-D-,AA,EAST_CHADIC
MIGAMA,nose,-T-N-,AA,EAST_CHADIC
MIGAMA,one,-K-D-J-,AA,EAST_CHADIC
MIGAMA,see,-L-,AA,EAST_CHADIC
MIGAMA,skin,-T-K-,AA,EAST_CHADIC
MIGAMA,star,-K-L-,AA,EAST_CHADIC
MIGAMA,sun,-P-T-,AA,EAST_CHADIC
MIGAMA,tongue,-L-T-,AA,EAST_CHADIC
MIGAMA,tooth,-S-N-,AA,EAST_CHADIC
MIGAMA,tree,-T-,AA,EAST_CHADIC
MIGAMA,two,-S-R-,AA,EAST_CHADIC
MIGAMA,water,-M-,AA,EAST_CHADIC
MIGAMA,we,-K-T-,AA,EAST_CHADIC
MIGAMA,you,-K-N-T-,AA,EAST_CHADIC
MIGUEL_CHIMALAPA,I,-D-SH-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,blood,-N-P-N-7-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,bone,-P-K-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,breast,-C-C-7-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,die,-K-7-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,dog,-N-7-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,drink,-K-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,ear,-T-C-K-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,eye,-W-T-M-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,fire,-7-C-7-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,full,-T-SH-7-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,hand,-C-N-K-J-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,hear,-M-T-N-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,horn,-W-K-7-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,knee,-K-M-7-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,leaf,-J-7-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,louse,-W-T-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,name,-H-H-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,new,-H-M-7-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,night,-C-7-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,nose,-K-N-K-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,one,-T-M-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,see,-SH-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,skin,-N-K-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,star,-M-C-7-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,sun,-H-M-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,tongue,-T-C-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,tooth,-T-C-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,tree,-K-J-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,two,-M-C-7-N-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,water,-N-7-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,we,-N-J-W-N-,MZ,MIXE_ZOQUE
MIGUEL_CHIMALAPA,you,-M-SH-,MZ,MIXE_ZOQUE
MIKASUKI,I,-N-,Mus,MUSKOGEAN
MIKASUKI,blood,-P-CH-K-CH-,Mus,MUSKOGEAN
MIKASUKI,bone,-F-N-,Mus,MUSKOGEAN
MIKASUKI,breast,-W-CH-,Mus,MUSKOGEAN
MIKASUKI,die,-L-,Mus,MUSKOGEAN
MIKASUKI,dog,-F-,Mus,MUSKOGEAN
MIKASUKI,drink,-S-K-,Mus,MUSKOGEAN
MIKASUKI,ear,-H-CH-B-,Mus,MUSKOGEAN
MIKASUKI,eye,-T-,Mus,MUSKOGEAN
MIKASUKI,fire,-T-,Mus,MUSKOGEAN
MIKASUKI,full,-L-B-K-N-,Mus,MUSKOGEAN
MIKASUKI,hand,-L-B-,Mus,MUSKOGEAN
MIKASUKI,hear,-H-K-L-,Mus,MUSKOGEAN
MIKASUKI,horn,-L-P-,Mus,MUSKOGEAN
MIKASUKI,knee,-T-L-P-,Mus,MUSKOGEAN
MIKASUKI,louse,-H-CH-CH-,Mus,MUSKOGEAN
MIKASUKI,name,-H-CH-L-K-,Mus,MUSKOGEAN
MIKASUKI,new,-H-M-CH-,Mus,MUSKOGEAN
MIKASUKI,night,-N-L-K-,Mus,MUSKOGEAN
MIKASUKI,nose,-B-,Mus,MUSKOGEAN
MIKASUKI,one,-L-M-N-,Mus,MUSKOGEAN
MIKASUKI,see,-H-CH-,Mus,MUSKOGEAN
MIKASUKI,skin,-H-L-B-,Mus,MUSKOGEAN
MIKASUKI,star,-W-CH-K-,Mus,MUSKOGEAN
MIKASUKI,sun,-H-S-,Mus,MUSKOGEAN
MIKASUKI,tongue,-CH-K-L-S-,Mus,MUSKOGEAN
MIKASUKI,tooth,-N-T-,Mus,MUSKOGEAN
MIKASUKI,tree,-H-,Mus,MUSKOGEAN
MIKASUKI,two,-T-K-L-N-,Mus,MUSKOGEAN
MIKASUKI,water,-K-,Mus,MUSKOGEAN
MIKASUKI,we,-P-N-,Mus,MUSKOGEAN
MIKASUKI,you,-CH-N-,Mus,MUSKOGEAN
MIKRAKH_LEZGI,I,-Z-N-,NDa,LEZGIC
MIKRAKH_LEZGI,blood,-N-W-,NDa,LEZGIC
MIKRAKH_LEZGI,bone,-K-R-B-,NDa,LEZGIC
MIKRAKH_LEZGI,breast,-KH-R-R-,NDa,LEZGIC
MIKRAKH_LEZGI,die,-T-L-,NDa,LEZGIC
MIKRAKH_LEZGI,dog,-K-C-,NDa,LEZGIC
MIKRAKH_LEZGI,drink,-K-N-,NDa,LEZGIC
MIKRAKH_LEZGI,ear,-J-B-,NDa,LEZGIC
MIKRAKH_LEZGI,eye,-#-,NDa,LEZGIC
MIKRAKH_LEZGI,fire,-C-J-,NDa,LEZGIC
MIKRAKH_LEZGI,full,-C-N-W-J-,NDa,LEZGIC
MIKRAKH_LEZGI,hand,-KH-L-,NDa,LEZGIC
MIKRAKH_LEZGI,hear,-W-N-KH-,NDa,LEZGIC
MIKRAKH_LEZGI,horn,-K-R-CH-,NDa,LEZGIC
MIKRAKH_LEZGI,knee,-M-T-,NDa,LEZGIC
MIKRAKH_LEZGI,leaf,-P-SH-,NDa,LEZGIC
MIKRAKH_LEZGI,louse,-N-T-,NDa,LEZGIC
MIKRAKH_LEZGI,name,-T-W-R-,NDa,LEZGIC
MIKRAKH_LEZGI,new,-C-J-,NDa,LEZGIC
MIKRAKH_LEZGI,night,-J-F-,NDa,LEZGIC
MIKRAKH_LEZGI,nose,-N-R-,NDa,LEZGIC
MIKRAKH_LEZGI,one,-S-D-,NDa,LEZGIC
MIKRAKH_LEZGI,see,-K-,NDa,LEZGIC
MIKRAKH_LEZGI,skin,-KH-L-,NDa,LEZGIC
MIKRAKH_LEZGI,star,-KH-D-,NDa,LEZGIC
MIKRAKH_LEZGI,sun,-R-KH-,NDa,LEZGIC
MIKRAKH_LEZGI,tongue,-M-Z-,NDa,LEZGIC
MIKRAKH_LEZGI,tooth,-S-S-,NDa,LEZGIC
MIKRAKH_LEZGI,tree,-T-R-,NDa,LEZGIC
MIKRAKH_LEZGI,two,-K-W-D-,NDa,LEZGIC
MIKRAKH_LEZGI,water,-J-D-,NDa,LEZGIC
MIKRAKH_LEZGI,we,-CH-N-,NDa,LEZGIC
MIKRAKH_LEZGI,you,-CH-N-,NDa,LEZGIC
MINANIBAI,I,-N-,IG,INLAND_GULF
MINANIBAI,blood,-N-K-N-,IG,INLAND_GULF
MINANIBAI,bone,-P-J-,IG,INLAND_GULF
MINANIBAI,breast,-N-N-,IG,INLAND_GULF
MINANIBAI,die,-N-,IG,INLAND_GULF
MINANIBAI,dog,-G-H-J-,IG,INLAND_GULF
MINANIBAI,drink,-D-M-J-,IG,INLAND_GULF
MINANIBAI,ear,-D-R-,IG,INLAND_GULF
MINANIBAI,eye,-K-P-N-,IG,INLAND_GULF
MINANIBAI,fire,-M-F-,IG,INLAND_GULF
MINANIBAI,full,-M-W-B-,IG,INLAND_GULF
MINANIBAI,hand,-P-P-N-,IG,INLAND_GULF
MINANIBAI,hear,-W-G-J-,IG,INLAND_GULF
MINANIBAI,horn,-K-J-T-,IG,INLAND_GULF
MINANIBAI,knee,-K-W-N-,IG,INLAND_GULF
MINANIBAI,leaf,-P-H-,IG,INLAND_GULF
MINANIBAI,louse,-N-M-,IG,INLAND_GULF
MINANIBAI,name,-D-G-,IG,INLAND_GULF
MINANIBAI,new,-D-R-M-K-,IG,INLAND_GULF
MINANIBAI,night,-R-K-,IG,INLAND_GULF
MINANIBAI,nose,-D-S-,IG,INLAND_GULF
MINANIBAI,one,-R-J-J-G-,IG,INLAND_GULF
MINANIBAI,see,-K-J-J-P-,IG,INLAND_GULF
MINANIBAI,skin,-N-K-P-,IG,INLAND_GULF
MINANIBAI,star,-G-G-,IG,INLAND_GULF
MINANIBAI,sun,-S-V-J-,IG,INLAND_GULF
MINANIBAI,tongue,-G-D-,IG,INLAND_GULF
MINANIBAI,tooth,-T-W-,IG,INLAND_GULF
MINANIBAI,two,-M-S-,IG,INLAND_GULF
MINANIBAI,water,-W-,IG,INLAND_GULF
MINANIBAI,we,-N-,IG,INLAND_GULF
MINANIBAI,you,-N-,IG,INLAND_GULF
MINAVEHA,I,-TH-W-K-,An,OCEANIC
MINAVEHA,blood,-D-TH-KH-,An,OCEANIC
MINAVEHA,bone,-N-M-N-M-,An,OCEANIC
MINAVEHA,breast,-M-N-K-D-,An,OCEANIC
MINAVEHA,die,-N-G-,An,OCEANIC
MINAVEHA,dog,-K-D-W-,An,OCEANIC
MINAVEHA,drink,-N-M-,An,OCEANIC
MINAVEHA,ear,-T-N-KH-,An,OCEANIC
MINAVEHA,eye,-M-T-,An,OCEANIC
MINAVEHA,fire,-J-N-N-T-,An,OCEANIC
MINAVEHA,full,-N-W-V-J-,An,OCEANIC
MINAVEHA,hand,-N-M-,An,OCEANIC
MINAVEHA,hear,-N-N-N-,An,OCEANIC
MINAVEHA,horn,-T-N-,An,OCEANIC
MINAVEHA,knee,-T-T-,An,OCEANIC
MINAVEHA,leaf,-J-TH-W-J-,An,OCEANIC
MINAVEHA,louse,-T-,An,OCEANIC
MINAVEHA,name,-W-V-,An,OCEANIC
MINAVEHA,new,-V-V-W-,An,OCEANIC
MINAVEHA,night,-J-TH-M-,An,OCEANIC
MINAVEHA,nose,-P-N-,An,OCEANIC
MINAVEHA,one,-T-M-,An,OCEANIC
MINAVEHA,see,-D-W-,An,OCEANIC
MINAVEHA,skin,-N-N-,An,OCEANIC
MINAVEHA,star,-W-D-M-,An,OCEANIC
MINAVEHA,sun,-B-B-W-,An,OCEANIC
MINAVEHA,tongue,-M-W-,An,OCEANIC
MINAVEHA,tooth,-N-KH-,An,OCEANIC
MINAVEHA,two,-N-W-,An,OCEANIC
MINAVEHA,water,-D-W-D-W-,An,OCEANIC
MINAVEHA,we,-T-K-,An,OCEANIC
MINAVEHA,you,-W-M-K-,An,OCEANIC
MINGRELIAN,I,-M-,Krt,KARTVELIAN
MINGRELIAN,blood,-Z-S-KH-R-,Krt,KARTVELIAN
MINGRELIAN,bone,-D-V-L-,Krt,KARTVELIAN
MINGRELIAN,breast,-K-D-R-,Krt,KARTVELIAN
MINGRELIAN,die,-KH-R-W-,Krt,KARTVELIAN
MINGRELIAN,dog,-ZH-KH-R-,Krt,KARTVELIAN
MINGRELIAN,drink,-SH-M-,Krt,KARTVELIAN
MINGRELIAN,ear,-ZH-,Krt,KARTVELIAN
MINGRELIAN,eye,-T-L-,Krt,KARTVELIAN
MINGRELIAN,fire,-D-CH-KH-R-,Krt,KARTVELIAN
MINGRELIAN,full,-P-SH-,Krt,KARTVELIAN
MINGRELIAN,hand,-KH-,Krt,KARTVELIAN
MINGRELIAN,hear,-S-M-,Krt,KARTVELIAN
MINGRELIAN,horn,-K-,Krt,KARTVELIAN
MINGRELIAN,knee,-B-R-G-L-,Krt,KARTVELIAN
MINGRELIAN,leaf,-P-R-C-L-,Krt,KARTVELIAN
MINGRELIAN,louse,-T-,Krt,KARTVELIAN
MINGRELIAN,name,-ZH-KH-,Krt,KARTVELIAN
MINGRELIAN,new,-KH-L-,Krt,KARTVELIAN
MINGRELIAN,night,-S-R-,Krt,KARTVELIAN
MINGRELIAN,nose,-CH-KH-V-N-,Krt,KARTVELIAN
MINGRELIAN,one,-R-T-,Krt,KARTVELIAN
MINGRELIAN,see,-C-R-P-,Krt,KARTVELIAN
MINGRELIAN,skin,-T-K-B-,Krt,KARTVELIAN
MINGRELIAN,star,-M-R-C-KH-,Krt,KARTVELIAN
MINGRELIAN,sun,-B-ZH-,Krt,KARTVELIAN
MINGRELIAN,tongue,-N-N-,Krt,KARTVELIAN
MINGRELIAN,tooth,-K-B-R-,Krt,KARTVELIAN
MINGRELIAN,tree,-ZH-,Krt,KARTVELIAN
MINGRELIAN,two,-ZH-R-,Krt,KARTVELIAN
MINGRELIAN,water,-C-K-R-,Krt,KARTVELIAN
MINGRELIAN,we,-T-K-V-,Krt,KARTVELIAN
MINGRELIAN,you,-S-,Krt,KARTVELIAN
MISIMA_PANAEATI,I,-N-W-,An,OCEANIC
MISIMA_PANAEATI,blood,-S-L-J-,An,OCEANIC
MISIMA_PANAEATI,bone,-T-W-T-W-,An,OCEANIC
MISIMA_PANAEATI,breast,-H-L-,An,OCEANIC
MISIMA_PANAEATI,die,-L-G-,An,OCEANIC
MISIMA_PANAEATI,dog,-W-N-K-,An,OCEANIC
MISIMA_PANAEATI,drink,-M-,An,OCEANIC
MISIMA_PANAEATI,ear,-T-N-N-,An,OCEANIC
MISIMA_PANAEATI,eye,-M-T-N-,An,OCEANIC
MISIMA_PANAEATI,fire,-H-W-,An,OCEANIC
MISIMA_PANAEATI,full,-K-L-P-P-,An,OCEANIC
MISIMA_PANAEATI,hand,-N-M-N-,An,OCEANIC
MISIMA_PANAEATI,hear,-H-G-,An,OCEANIC
MISIMA_PANAEATI,knee,-P-W-K-W-,An,OCEANIC
MISIMA_PANAEATI,leaf,-L-M-W-,An,OCEANIC
MISIMA_PANAEATI,louse,-G-G-,An,OCEANIC
MISIMA_PANAEATI,name,-L-N-,An,OCEANIC
MISIMA_PANAEATI,new,-B-B-L-N-,An,OCEANIC
MISIMA_PANAEATI,night,-B-L-N-,An,OCEANIC
MISIMA_PANAEATI,nose,-B-H-N-,An,OCEANIC
MISIMA_PANAEATI,one,-M-J-S-N-,An,OCEANIC
MISIMA_PANAEATI,see,-K-T-,An,OCEANIC
MISIMA_PANAEATI,skin,-K-N-S-,An,OCEANIC
MISIMA_PANAEATI,star,-P-T-M-,An,OCEANIC
MISIMA_PANAEATI,sun,-S-N-L-,An,OCEANIC
MISIMA_PANAEATI,tongue,-M-M-N-,An,OCEANIC
MISIMA_PANAEATI,tooth,-N-N-N-,An,OCEANIC
MISIMA_PANAEATI,tree,-B-W-K-L-,An,OCEANIC
MISIMA_PANAEATI,two,-L-W-,An,OCEANIC
MISIMA_PANAEATI,water,-W-W-L-,An,OCEANIC
MISIMA_PANAEATI,we,-K-L-,An,OCEANIC
MISIMA_PANAEATI,you,-W-,An,OCEANIC
MIWOK_BODEGA,I,-K-N-,Pen,MIWOK
MIWOK_BODEGA,blood,-K-CH-W-,Pen,MIWOK
MIWOK_BODEGA,bone,-M-CH-,Pen,MIWOK
MIWOK_BODEGA,breast,-M-,Pen,MIWOK
MIWOK_BODEGA,die,-T-L-W-,Pen,MIWOK
MIWOK_BODEGA,dog,-H-J-SH-,Pen,MIWOK
MIWOK_BODEGA,drink,-SH-,Pen,MIWOK
MIWOK_BODEGA,ear,-L-K-,Pen,MIWOK
MIWOK_BODEGA,eye,-SH-T-,Pen,MIWOK
MIWOK_BODEGA,fire,-W-K-,Pen,MIWOK
MIWOK_BODEGA,full,-H-W-,Pen,MIWOK
MIWOK_BODEGA,hand,-K-H-,Pen,MIWOK
MIWOK_BODEGA,hear,-L-,Pen,MIWOK
MIWOK_BODEGA,horn,-K-L-,Pen,MIWOK
MIWOK_BODEGA,knee,-M-W-,Pen,MIWOK
MIWOK_BODEGA,louse,-CH-P-SH-,Pen,MIWOK
MIWOK_BODEGA,name,-W-,Pen,MIWOK
MIWOK_BODEGA,new,-SH-K-,Pen,MIWOK
MIWOK_BODEGA,night,-K-W-L-,Pen,MIWOK
MIWOK_BODEGA,nose,-H-K-,Pen,MIWOK
MIWOK_BODEGA,one,-K-N-,Pen,MIWOK
MIWOK_BODEGA,see,-T-,Pen,MIWOK
MIWOK_BODEGA,skin,-SH-L-K-,Pen,MIWOK
MIWOK_BODEGA,star,-H-T-,Pen,MIWOK
MIWOK_BODEGA,sun,-H-,Pen,MIWOK
MIWOK_BODEGA,tongue,-L-N-T-P-,Pen,MIWOK
MIWOK_BODEGA,tooth,-K-T-,Pen,MIWOK
MIWOK_BODEGA,tree,-L-W-H-,Pen,MIWOK
MIWOK_BODEGA,two,-SH-,Pen,MIWOK
MIWOK_BODEGA,water,-L-W-,Pen,MIWOK
MIWOK_BODEGA,we,-M-K-,Pen,MIWOK
MIWOK_BODEGA,you,-M-,Pen,MIWOK
MIWOK_LAKE,I,-K-N-,Pen,MIWOK
MIWOK_LAKE,blood,-K-C-W-,Pen,MIWOK
MIWOK_LAKE,bone,-K-L-M-,Pen,MIWOK
MIWOK_LAKE,breast,-M-,Pen,MIWOK
MIWOK_LAKE,die,-J-K-,Pen,MIWOK
MIWOK_LAKE,dog,-H-J-,Pen,MIWOK
MIWOK_LAKE,drink,-S-,Pen,MIWOK
MIWOK_LAKE,ear,-L-K-,Pen,MIWOK
MIWOK_LAKE,eye,-S-T-,Pen,MIWOK
MIWOK_LAKE,fire,-W-K-,Pen,MIWOK
MIWOK_LAKE,full,-P-L-,Pen,MIWOK
MIWOK_LAKE,hand,-K-,Pen,MIWOK
MIWOK_LAKE,hear,-L-,Pen,MIWOK
MIWOK_LAKE,horn,-K-L-,Pen,MIWOK
MIWOK_LAKE,knee,-T-K-L-,Pen,MIWOK
MIWOK_LAKE,leaf,-S-N-M-,Pen,MIWOK
MIWOK_LAKE,louse,-C-P-S-,Pen,MIWOK
MIWOK_LAKE,name,-L-K-T-,Pen,MIWOK
MIWOK_LAKE,new,-S-K-,Pen,MIWOK
MIWOK_LAKE,night,-K-W-L-,Pen,MIWOK
MIWOK_LAKE,nose,-H-K-,Pen,MIWOK
MIWOK_LAKE,one,-K-N-,Pen,MIWOK
MIWOK_LAKE,see,-T-,Pen,MIWOK
MIWOK_LAKE,skin,-S-L-K-,Pen,MIWOK
MIWOK_LAKE,star,-T-L-,Pen,MIWOK
MIWOK_LAKE,sun,-H-,Pen,MIWOK
MIWOK_LAKE,tongue,-L-T-P-,Pen,MIWOK
MIWOK_LAKE,tooth,-K-T-,Pen,MIWOK
MIWOK_LAKE,tree,-L-W-,Pen,MIWOK
MIWOK_LAKE,two,-T-,Pen,MIWOK
MIWOK_LAKE,water,-K-K-,Pen,MIWOK
MIWOK_LAKE,we,-C-,Pen,MIWOK
MIWOK_LAKE,you,-M-,Pen,MIWOK
