c1,c2,points,freq,mu,var
-CH-,-TH-,70,0.310211720669084,23.9712247046438,1301.79283205958
-TH-,-CH-,70,0.268218505088314,21.5738682886887,1286.56551668917
-TH-,-C-,70,0.268218505088314,21.5738682886887,1286.56551668917
-C-,-TH-,70,0.310211720669084,23.9606971575623,1300.34984141361
-V-,-W-,70,0.105977307287402,9.48473505673178,769.377150301193
-S-,-SH-,70,0.318516785588958,27.3201544040239,1625.94510906494
-SH-,-S-,70,0.289156626506024,23.6261551058603,1395.08588042091
-W-,-V-,70,0.0513510352087964,3.99461925371388,303.671043687644
-Z-,-ZH-,85,0.288337817288572,25.002339454907,1559.31102505684
-ZH-,-Z-,85,0.249039776056246,21.5412408046351,1403.24921059503
-S-,-ZH-,85,0.318516785588958,27.3201544040239,1625.94510906494
-ZH-,-S-,85,0.249039776056246,21.5412408046351,1403.24921059503
-V-,-B-,85,0.105977307287402,9.48473505673178,769.377150301193
-B-,-V-,85,0.0953327874605217,8.46999649081764,689.950585343303
-K-,-7-,85,0.154988887589192,14.6976254532694,1183.97395739814
-7-,-K-,85,0.121768627909697,9.73973564159551,690.641702164294
-H-,-7-,70,0.154988887589192,13.6980933442508,1028.60682874272
-7-,-H-,70,0.121768627909697,9.73973564159551,690.641702164294
-L-,-R-,70,0.151596677974032,12.3417943619137,884.608407635336
-R-,-L-,70,0.168908644285881,15.0742776932975,1150.86885409577
-0-,-0-,100,0.0,0.0,0.0
-KH-,-7-,70,0.248918002105509,22.5868522634226,1547.06009617434
-7-,-KH-,70,0.121768627909697,9.73973564159551,690.641702164294
-TH-,-S-,70,0.268218505088314,21.5738682886887,1286.56551668917
-T-,-ZH-,85,0.318516785588958,29.2987483916247,1851.35349123965
-ZH-,-T-,85,0.249039776056246,21.5412408046351,1403.24921059503
-S-,-TH-,70,0.318516785588958,27.3201544040239,1625.94510906494
-J-,-ZH-,70,0.0290092408468827,2.65177213709206,240.704681910413
-ZH-,-J-,70,0.180880151031834,15.0672156760628,1035.38298937663
-G-,-ZH-,85,0.162475143291613,15.1029360159083,1180.93454395906
-ZH-,-G-,85,0.180880151031834,15.0672156760628,1035.38298937663
-N-,-NG-,85,0.160720552111358,16.0720552111358,1348.89456240378
-NG-,-N-,85,0.160720552111358,13.6612469294654,974.576321336733
-N-,-NN-,70,0.160720552111358,16.0720552111358,1348.89456240378
-NN-,-N-,70,0.160720552111358,11.2504386477951,660.958335577854
-NG-,-NN-,70,0.160720552111358,13.6612469294654,974.576321336733
-NN-,-NG-,70,0.160720552111358,11.2504386477951,660.958335577854
-NN-,-NN-,100,0.160720552111358,11.2504386477951,660.958335577854
-NG-,-NG-,100,0.160720552111358,13.6612469294654,974.576321336733
-S-,-Z-,95,0.318516785588958,27.3201544040239,1625.94510906494
